Timestamp,Profil A,Profil B,NO1,NO2,NO3,NO4,NO5
2024-06-18 14:00:00,0.75,0.622,0.9204658218649227,0.9795265466427371,0.9424232974749961,1.112692545325843,0.9564830968427136
2024-06-18 15:00:00,0.16,0.526,0.9967590498251351,1.063471401092931,1.050789927835718,1.21415238321256,1.036503791398874
2024-06-18 16:00:00,0.16,1.86,1.107395648816823,1.159922802668748,1.189623562060785,1.313145987880375,1.146936112390963
2024-06-18 17:00:00,0.08,0.465,1.144040877503747,1.170865186353649,1.20628256966514,1.300638142039387,1.16369577440591
2024-06-18 18:00:00,0.06,0.333,1.141361765908162,1.166641932186748,1.198390850901929,1.29631959475771,1.159487087377882
2024-06-18 19:00:00,0.76,0.459,1.149323250215742,1.201992547463643,1.226442564492786,1.338047111871259,1.187713173451618
2024-06-18 20:00:00,0.51,0.776,1.190459644819912,1.275601393930127,1.275132914571615,1.383208877359378,1.246630926257096
2024-06-18 21:00:00,0.24,0.444,1.215317618204115,1.299801533966987,1.29825823473534,1.410069272536079,1.285190116592348
2024-06-18 22:00:00,0.27,0.434,1.202377253940137,1.261590947502274,1.272177710139305,1.384755254769903,1.262355235722709
2024-06-18 23:00:00,0.23,0.511,1.12410146704819,1.195373471867882,1.186416180515147,1.294864748748962,1.179034071829633
2024-06-19 00:00:00,0.25,1.029,0.9836802117605595,1.044879835703571,1.058385090696605,1.163140888465174,1.038423761108248
2024-06-19 01:00:00,0.08,0.608,0.8839081232411574,0.9476057271983982,0.9642354506235004,1.052477587878837,0.941550898811476
2024-06-19 02:00:00,0.17,0.627,0.8293951670775552,0.9003561794642339,0.9178415575696542,0.9883104268020736,0.8836428805697418
2024-06-19 03:00:00,0.08,0.605,0.8082249792436137,0.8794603712120725,0.8913979585493517,0.9543931439981342,0.8656795358353246
2024-06-19 04:00:00,0.14,0.701,0.7726809620789451,0.867556283758989,0.8735575696542465,0.9410470173773215,0.8447261397179403
2024-06-19 05:00:00,0.16,1.147,0.7725375295449219,0.862272338069517,0.874839307249512,0.947209072050213,0.852203454684596
2024-06-19 06:00:00,0.08,0.64,0.8598014653917915,0.9688346992512666,0.9701701291758357,1.043143916300803,0.9415732714863578
2024-06-19 07:00:00,0.18,0.553,0.9699952582784827,1.060314316708406,1.090804470801785,1.185329727208376,1.06153899014509
2024-06-19 08:00:00,0.26,0.447,0.9485376966860636,1.032082547367201,1.083217932937973,1.183511389162804,1.055859337175342
2024-06-19 09:00:00,0.1,0.398,0.898567073558453,0.9864302544920781,1.058474680790223,1.158853350463791,1.022842422964594
2024-06-19 10:00:00,0.59,0.227,0.8708462246994638,0.9623597332114415,1.045802344808723,1.155124611802831,0.9925080432304112
2024-06-19 11:00:00,0.81,0.658,0.8556081303264884,0.9499330453424666,1.040007285566869,1.162742728079902,0.9839931905855159
2024-06-19 12:00:00,0.26,0.187,0.849861436360102,0.9391271913164959,1.032771076548183,1.174762908195205,0.97638952662075
2024-06-19 13:00:00,0.11,0.146,0.8625816402722948,0.9421857154813332,1.041182176469857,1.206848473193425,0.9769885520623467
2024-06-19 14:00:00,0.22,0.235,0.8903940170738309,0.9768890548448778,1.085622567851504,1.262636590166081,0.9963431413890581
2024-06-19 15:00:00,0.22,0.252,0.945841673736858,1.058653245691403,1.177176432558775,1.377211527052075,1.070922082181512
2024-06-19 16:00:00,0.39,0.374,1.045411067287027,1.144454673628234,1.296785399027762,1.488098232807826,1.166577839728873
2024-06-19 17:00:00,0.22,0.415,1.085942884965109,1.14354410638065,1.309850683177303,1.485764262537899,1.175993846538288
2024-06-19 18:00:00,0.49,0.888,1.087843570425465,1.132841420468811,1.292941703032338,1.480408266809602,1.156200940198972
2024-06-19 19:00:00,0.9,0.533,1.101813027198587,1.159427891765221,1.315566993646886,1.514812499232812,1.18329647503475
2024-06-19 20:00:00,0.68,0.508,1.140081989996966,1.215468779171951,1.383434510710778,1.57086223757053,1.253314123287885
2024-06-19 21:00:00,0.5,0.524,1.164389580566572,1.248408056447927,1.421513408675543,1.597798272497023,1.299770182261163
2024-06-19 22:00:00,0.45,0.96,1.160917314187194,1.245435655930316,1.428695187298745,1.579273646782515,1.291712739539896
2024-06-19 23:00:00,0.3,0.758,1.088079293937682,1.184567595233343,1.383473698606293,1.508390623529556,1.214186540473848
2024-06-20 00:00:00,0.26,1.056,0.9629693818601963,1.035427157918793,1.253179289921702,1.384671748478934,1.089700215136051
2024-06-20 01:00:00,0.27,0.588,0.8595148040359119,0.9357902377239273,1.136374542805354,1.282139025617735,0.9876622793488914
2024-06-20 02:00:00,0.04,0.573,0.8010322313419007,0.8808362745050704,1.063014314450459,1.219130854620071,0.9288046869204309
2024-06-20 03:00:00,0.25,0.604,0.7723159078440135,0.8471310901567712,1.011425353261342,1.184386643262507,0.9060104171140534
2024-06-20 04:00:00,0.08,0.627,0.7512716138197646,0.8282678550448941,0.9834754998371379,1.172401217670959,0.8881435828156663
2024-06-20 05:00:00,0.05,0.596,0.7538576058482209,0.8284133605643187,0.9839048587576241,1.183943723634519,0.8918589941315883
2024-06-20 06:00:00,0.22,0.611,0.8402994415559407,0.9247006925232275,1.06523774121602,1.279204053993232,0.972094160090896
2024-06-20 07:00:00,0.07,1.085,0.9638397479916725,1.036756905517171,1.174604369674351,1.415736596822435,1.077040727480019
2024-06-20 08:00:00,0.2,0.577,0.9483665783765518,1.011808848782733,1.14939651549924,1.420622010548238,1.065739603384391
2024-06-20 09:00:00,0.16,0.537,0.8994227897496266,0.9712691538277077,1.113556085444116,1.396517608356758,1.034688052725903
2024-06-20 10:00:00,0.38,0.478,0.8709152741898565,0.9501979396508575,1.10029648342413,1.379735762128633,1.024356524557136
2024-06-20 11:00:00,0.41,0.526,0.8547168357985532,0.9404516287895248,1.101255802735584,1.375632014598958,1.020003787331571
2024-06-20 12:00:00,0.25,0.541,0.8449898084867511,0.9247527725874748,1.105382974332452,1.3734451986694,1.020789717199561
2024-06-20 13:00:00,0.3,0.671,0.8398195230153799,0.918746312470729,1.124022915055659,1.393087835156157,1.017916850501919
2024-06-20 14:00:00,0.13,0.763,0.8602680858485117,0.9373350972316774,1.165663370472499,1.435536679473488,1.041038353564972
2024-06-20 15:00:00,0.1,0.406,0.9178100327363758,1.004064433790241,1.264589326696189,1.535430706093674,1.119113647278392
2024-06-20 16:00:00,0.21,0.429,1.007249599424479,1.093288173673173,1.393089678527827,1.637222842787059,1.222124653966742
